var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65
42,30,64,15,56,95,53,66,84,89,81,37,31,72,98,6,81,21,84,49,23,48,13,99,7,66,83,53,12,3,81,66,80,73,95,41,70,70,2,13,97,57,48,56,71,14,24,18,14,87,39,59,7,23,26,64,4,55,42,54,13,55,34,58,19
98,74,89,96,64,36,18,97,67,87,79,31,41,75,0,37,91,93,14,42,48,94,71,85,54,2,62,93,9,18,91,57,65,42,92,16,56,69,25,91,54,60,64,63,17,69,44,93,79,70,70,75,26,45,38,58,81,63,39,11,26,91,41,34,71
23,43,53,40,53,10,18,85,40,63,20,36,87,92,79,18,92,35,33,4,66,13,59,12,53,38,80,14,47,68,19,87,6,4,60,29,11,89,92,43,37,42,31,97,14,3,66,63,54,100,60,47,25,3,28,38,77,28,30,88,76,49,11,25,89
68,68,35,44,71,22,84,63,75,95,6,52,86,13,33,24,57,6,87,85,36,32,75,100,86,20,100,78,29,73,68,90,73,26,31,74,97,80,63,13,97,62,9,74,10,78,53,35,26,17,91,94,49,40,73,32,53,42,34,60,61,91,77,13,3
87,9,2,61,1,9,100,30,32,37,36,46,67,36,22,67,49,18,27,43,70,56,85,69,91,27,2,4,55,64,70,87,37,6,70,69,8,59,79,92,9,86,79,76,75,19,71,27,35,71,61,91,37,60,26,29,69,31,79,38,56,2,81,50,81
100,44,52,10,2,55,93,62,52,29,65,93,21,41,26,21,99,83,97,64,6,47,5,15,88,57,30,19,43,56,12,91,0,90,87,20,60,3,97,10,33,76,24,23,15,27,9,99,46,19,63,31,6,85,3,17,27,64,100,56,91,53,93,12,31
66,84,47,24,12,89,32,0,39,19,81,28,69,18,5,87,81,78,91,40,12,41,96,73,3,92,28,11,69,27,43,44,33,98,4,29,72,78,47,6,5,27,68,47,11,47,35,17,48,67,46,47,46,75,79,27,12,79,92,59,24,84,48,8,77
30,34,1,34,50,64,85,71,2,99,16,63,72,3,57,70,12,50,56,92,56,0,68,37,77,32,63,4,58,3,77,2,39,78,54,64,83,50,49,57,45,30,33,77,50,19,55,39,80,82,24,92,10,3,12,16,41,57,75,56,7,77,29,85,85
50,99,19,38,37,23,59,84,45,8,21,78,84,16,89,84,4,63,11,26,6,0,25,15,45,11,32,97,84,94,2,8,76,57,2,33,34,46,22,71,86,63,87,6,52,53,100,23,37,8,31,64,69,78,32,53,0,23,1,88,72,92,87,91,86
87,51,40,85,96,17,56,77,48,10,97,2,8,15,83,38,99,63,55,35,70,89,92,33,95,17,37,26,83,75,5,31,67,39,9,67,16,57,46,47,51,61,17,51,27,41,81,62,10,82,35,100,4,48,9,28,43,23,36,38,38,65,54,91,38
10,46,54,96,69,21,17,9,49,77,98,34,25,10,25,79,40,88,89,65,63,79,79,0,61,80,67,70,52,100,56,67,31,26,16,85,88,78,55,44,97,68,58,46,8,34,50,32,88,85,20,69,13,32,90,46,93,15,96,43,34,86,93,4,66
50,28,38,12,91,64,29,99,28,43,29,73,12,41,45,49,61,74,67,27,56,85,98,80,99,34,61,80,26,41,87,64,80,31,31,68,45,2,4,93,49,60,26,66,23,48,57,59,10,27,70,54,28,6,14,7,55,67,85,95,4,54,71,46,50
90,4,37,15,13,45,85,80,50,54,11,47,52,9,66,76,28,4,67,46,71,21,54,21,47,29,6,59,17,28,6,1,89,80,19,92,90,93,39,42,27,60,94,37,93,49,24,72,88,47,36,0,3,19,18,74,49,59,89,29,88,17,24,11,17
64,70,2,35,19,16,44,41,24,56,72,55,5,37,25,30,82,74,82,55,61,40,37,79,90,76,89,94,18,68,16,11,31,46,65,88,46,38,19,27,96,5,33,73,57,59,65,84,13,36,10,30,4,42,63,43,27,21,3,48,55,94,89,22,83
78,37,74,60,37,95,74,87,0,0,2,27,62,23,71,27,7,96,82,82,15,7,83,26,9,58,7,83,43,84,57,74,89,52,43,10,61,50,48,13,19,87,84,43,5,6,74,73,13,35,78,82,39,82,41,64,64,14,6,73,91,100,20,28,28
21,44,62,57,25,99,18,75,37,69,42,68,82,98,62,49,89,96,57,2,47,49,95,42,35,48,13,47,98,37,94,55,95,85,66,29,91,70,3,7,70,43,61,20,15,64,55,74,89,70,73,52,13,49,31,54,93,52,35,80,35,61,0,71,5
30,20,29,61,86,97,100,38,88,76,29,95,3,35,10,36,57,34,15,48,52,47,21,22,74,54,97,73,29,33,47,80,84,92,12,34,69,7,54,29,60,37,48,74,59,63,50,30,18,91,11,67,9,7,51,3,98,60,23,74,64,26,40,90,71
23,15,58,78,45,80,11,57,75,49,3,17,36,95,24,69,42,66,15,89,36,20,26,34,37,22,21,69,36,96,39,49,59,14,54,73,97,16,90,69,3,31,86,23,73,11,69,76,48,0,33,64,69,29,8,73,57,58,93,9,36,92,80,80,14
94,82,44,82,49,2,68,99,78,76,18,99,46,58,93,39,15,88,73,87,64,21,71,40,14,20,41,5,4,60,20,35,2,82,86,17,14,22,44,15,11,7,80,49,77,51,52,30,40,5,100,93,55,43,50,13,22,87,61,63,94,98,0,22,28
34,54,75,90,3,3,84,72,46,77,94,59,40,74,78,100,65,40,12,80,68,42,97,15,98,17,38,3,55,65,77,3,54,4,0,70,27,2,22,40,6,59,42,25,64,96,24,85,88,39,32,4,26,14,33,16,33,74,3,31,89,92,83,39,75
32,73,52,73,65,67,1,5,24,33,79,21,98,86,98,96,29,11,83,4,53,98,60,68,88,30,5,41,99,56,59,99,55,19,52,35,67,18,23,17,32,16,92,39,54,22,48,10,50,2,59,4,43,53,60,9,86,63,58,48,35,88,71,95,79
42,98,18,37,24,76,89,94,45,94,59,93,27,28,49,26,9,75,50,96,44,13,97,73,17,76,60,85,73,4,51,8,99,57,96,14,48,86,99,98,55,43,4,73,94,28,76,1,83,40,73,60,4,92,31,38,72,5,85,94,44,61,84,67,64
55,89,20,19,16,26,52,26,4,44,0,42,25,79,77,58,28,37,74,27,3,2,87,48,95,32,14,91,54,93,42,61,25,31,8,61,94,56,18,19,61,35,61,77,13,93,11,75,71,52,14,88,13,26,71,71,62,34,82,27,99,77,25,82,35
11,77,64,58,55,16,16,71,95,17,21,37,76,55,21,46,19,36,38,48,71,11,73,25,14,31,80,18,51,22,61,79,44,2,9,66,87,14,92,29,46,77,85,100,33,72,85,99,35,5,14,54,20,19,8,43,25,68,55,87,83,38,92,65,42
67,24,84,92,73,75,7,17,21,99,88,25,73,76,5,41,12,28,26,84,0,2,94,17,74,65,10,13,92,13,99,87,65,31,46,95,39,23,64,74,71,17,95,85,63,47,57,60,88,86,73,11,81,4,72,84,75,12,95,12,92,97,91,40,41
3,74,5,77,73,3,40,16,3,1,92,40,51,20,16,16,58,14,61,80,52,50,65,0,57,44,76,50,77,80,94,40,62,28,39,63,46,6,38,43,32,22,62,73,49,6,83,59,63,6,70,62,56,50,40,20,25,57,31,32,55,78,56,81,54
55,48,51,81,90,67,40,32,48,42,82,32,99,17,82,35,52,14,76,75,9,100,33,28,12,92,26,45,73,11,81,19,35,53,65,66,23,26,50,52,37,62,26,24,72,72,47,92,95,45,86,98,16,27,100,40,76,26,96,71,22,58,30,24,52
12,18,36,91,92,31,65,59,3,25,70,32,25,24,69,95,30,71,29,91,4,76,95,28,79,77,51,51,34,21,95,89,4,94,44,60,90,75,69,80,59,73,90,84,21,99,60,55,89,5,41,24,94,98,98,9,53,82,87,7,76,17,58,17,57
43,64,12,61,76,55,17,9,10,11,66,84,19,85,91,6,72,30,26,17,39,64,32,12,7,71,58,48,99,53,21,22,96,94,35,57,50,33,68,9,84,32,76,86,96,9,5,35,58,27,60,93,83,29,26,70,19,27,54,36,55,18,38,31,21
49,67,57,90,64,73,47,90,14,34,96,29,60,8,90,67,5,39,5,60,100,38,91,26,72,25,82,76,59,61,55,93,62,29,64,84,41,95,20,100,9,77,39,2,54,61,48,84,53,53,79,52,43,42,98,97,41,11,100,73,4,87,44,88,18
58,53,89,91,81,79,76,28,74,98,22,93,54,68,0,31,6,53,9,73,19,27,53,80,13,47,73,25,45,40,52,58,84,29,96,81,84,46,80,4,0,9,23,81,34,16,77,22,10,23,50,24,5,34,66,58,92,27,23,83,67,44,55,40,90
69,75,58,61,44,32,94,40,84,93,65,57,78,76,74,57,15,6,80,46,13,78,75,41,51,73,90,3,98,70,32,18,84,84,93,19,21,18,83,95,60,38,34,36,86,97,52,94,4,24,17,9,23,80,27,36,19,74,62,20,99,30,68,50,10
92,84,15,64,23,35,17,36,52,69,81,42,38,26,34,22,0,54,26,96,68,86,59,26,93,24,58,79,8,99,87,48,57,3,96,70,59,19,94,1,67,41,77,78,37,76,50,63,71,41,89,60,92,2,19,63,97,21,0,73,50,75,59,2,33
76,63,8,39,64,84,52,29,16,73,58,24,12,71,57,92,85,85,21,84,55,28,50,90,100,0,47,49,15,56,40,36,0,17,8,95,42,9,13,31,27,96,10,58,30,37,86,19,32,61,16,5,74,44,41,43,6,52,15,55,48,54,56,31,82
39,0,83,58,49,44,48,64,81,21,81,1,38,97,47,93,28,89,21,0,84,23,31,4,5,93,52,77,56,37,24,24,34,71,84,70,17,41,25,65,61,100,63,11,90,24,6,13,23,63,69,30,86,1,48,35,63,23,87,60,10,23,30,93,54
88,72,9,46,93,91,17,28,99,88,75,5,75,60,38,3,6,65,46,21,61,76,27,61,56,77,68,97,71,80,21,52,12,91,48,63,3,8,79,34,8,9,86,94,97,3,31,42,65,51,76,49,24,21,69,22,61,60,85,39,86,3,85,29,65
54,25,42,9,88,36,36,49,91,64,80,35,68,89,36,55,19,32,14,14,42,55,34,23,79,89,62,81,62,9,94,36,77,18,72,54,99,93,98,66,4,32,67,38,42,84,29,72,90,50,7,18,98,94,30,29,24,22,62,83,42,33,88,64,83
55,4,39,56,28,75,64,30,33,80,60,74,8,34,19,8,65,28,3,31,56,46,4,74,81,70,91,20,9,51,28,49,92,18,5,58,8,66,67,51,92,49,20,69,39,51,90,87,36,72,8,96,49,40,41,38,4,17,48,65,53,68,18,14,46
53,98,98,53,36,88,89,19,32,67,100,53,71,32,17,86,65,47,41,45,89,71,40,27,6,84,73,43,62,82,13,22,27,52,44,74,1,2,9,69,42,29,67,25,89,11,83,64,67,34,61,69,45,12,76,56,21,47,94,67,64,60,66,82,88
25,26,5,6,43,23,92,45,64,1,94,8,24,30,48,70,38,33,20,26,48,31,26,46,43,53,87,45,17,54,45,80,76,23,76,88,76,88,22,56,64,56,88,75,29,19,97,45,46,63,75,44,1,24,45,25,82,97,55,72,36,77,82,78,49
14,63,9,92,39,88,23,72,67,4,50,14,88,49,14,81,53,91,19,58,0,93,49,7,1,63,39,91,7,64,89,59,19,24,91,93,26,24,99,5,42,11,7,11,3,68,82,5,7,95,69,13,77,29,65,65,34,87,84,87,53,29,99,43,33
8,77,47,43,61,5,44,24,79,32,29,91,79,33,58,89,89,1,11,91,47,1,53,50,15,24,28,89,4,30,51,79,68,37,30,69,43,49,54,26,75,56,95,96,47,16,88,44,90,76,42,3,74,96,36,17,63,83,61,33,17,94,48,37,36
77,44,6,74,24,23,95,76,65,56,39,31,67,14,20,85,100,59,57,4,10,22,54,37,78,87,84,24,29,78,67,69,80,72,71,86,2,50,52,6,84,43,59,78,53,1,75,98,11,86,77,98,46,68,14,49,2,32,54,61,64,88,85,55,69
54,76,51,21,15,14,61,83,66,58,91,83,12,100,56,47,89,9,29,60,76,17,86,36,97,35,94,39,67,87,83,39,45,91,78,41,20,75,30,73,3,20,66,94,84,78,28,38,19,62,67,39,48,88,16,4,42,57,100,51,50,96,49,53,84
20,55,73,46,68,95,96,24,63,87,16,1,34,66,58,72,98,68,22,92,73,76,35,8,67,9,44,34,38,42,17,17,60,69,26,19,30,96,96,41,89,78,26,87,77,77,21,34,44,91,53,14,41,34,34,96,53,32,0,60,10,14,63,42,48
85,30,49,56,85,25,94,76,56,2,34,53,20,73,38,50,64,48,38,91,47,5,55,67,72,9,100,21,4,34,10,52,75,38,47,63,1,62,98,43,43,48,79,47,62,3,36,92,67,42,84,92,49,94,10,32,11,45,1,96,55,16,93,4,15
62,86,1,85,14,67,59,91,3,59,28,9,21,77,69,58,59,52,86,24,68,73,69,69,81,15,83,32,21,30,55,3,76,87,21,59,21,85,47,72,20,80,18,20,97,89,79,3,97,56,64,20,60,21,59,58,91,23,33,48,98,79,26,39,14
24,88,29,77,88,44,68,72,60,30,16,62,79,33,56,97,57,46,55,95,69,37,0,12,17,50,57,45,44,85,31,65,84,30,4,43,43,41,18,50,79,29,24,34,85,10,59,77,66,13,38,55,33,73,52,24,93,66,76,83,8,42,59,62,92
15,16,49,20,95,38,63,93,79,25,17,12,100,31,44,22,67,51,79,32,12,54,26,16,91,41,29,2,64,21,38,97,27,26,97,13,34,22,48,35,15,75,62,83,97,46,8,12,74,0,63,48,17,4,14,6,40,9,74,10,75,13,43,89,93
72,47,15,80,26,11,62,93,64,23,86,11,58,3,79,4,89,12,71,8,43,63,23,30,93,41,93,79,38,72,5,48,5,27,14,85,56,87,93,90,8,24,11,35,10,68,0,83,5,33,79,18,75,3,14,88,8,100,42,70,60,36,44,32,7
38,45,60,63,73,35,92,68,8,88,12,78,82,11,39,53,93,54,30,95,59,44,20,27,21,48,80,14,78,10,59,71,30,11,54,64,16,19,54,86,37,65,45,90,88,41,9,58,73,97,80,68,97,34,45,70,41,60,15,7,30,82,11,25,30
81,81,12,89,81,19,45,24,17,3,48,82,76,64,67,30,15,67,78,70,91,98,90,96,59,94,52,23,96,33,43,2,100,3,25,19,26,75,40,12,6,59,62,34,32,68,70,25,71,88,92,76,58,30,53,99,56,38,51,28,61,31,96,28,40
94,37,0,78,43,95,81,43,39,28,82,16,79,9,79,55,24,58,98,32,1,91,19,17,90,72,52,51,13,58,81,6,58,73,40,46,90,77,46,84,74,56,52,58,64,38,73,5,88,57,24,86,82,32,89,53,96,0,69,60,78,26,12,56,18
55,76,19,25,2,21,41,72,73,6,20,55,7,39,38,89,3,70,30,2,46,73,20,65,88,10,35,17,92,62,92,16,66,40,29,2,62,97,5,80,42,68,11,17,52,43,65,77,68,22,31,85,41,47,71,9,82,89,52,93,19,67,59,70,71
67,91,6,20,59,38,11,35,93,33,99,46,22,70,48,78,53,42,65,33,58,5,65,51,27,72,77,66,29,38,25,88,16,20,54,21,6,81,57,77,73,8,63,23,22,9,72,52,40,40,33,97,4,59,90,26,93,22,23,42,13,96,26,6,8
31,83,11,90,56,18,26,61,81,18,33,43,67,55,77,44,31,70,80,20,48,50,59,42,77,4,10,98,86,78,77,72,81,55,78,65,34,18,74,47,53,86,46,57,89,45,82,65,1,27,63,43,81,64,3,37,33,45,80,22,1,82,60,76,16
9,29,62,80,29,37,61,5,41,58,35,60,37,68,95,22,88,58,48,7,82,16,18,11,63,16,32,84,0,50,52,12,79,78,48,67,34,84,81,64,12,19,31,82,46,61,20,42,39,96,42,16,66,82,58,72,77,69,47,44,29,34,44,74,45
38,37,84,35,71,14,9,62,94,74,25,100,31,17,21,96,55,9,47,36,22,93,5,85,81,64,5,81,94,91,31,14,23,2,76,74,3,24,59,4,39,14,70,6,46,16,36,59,16,76,63,57,52,71,44,85,72,56,93,31,24,49,65,48,11
72,60,35,39,11,99,51,100,34,15,21,29,100,13,92,7,2,93,47,16,20,7,11,7,100,39,98,33,14,28,59,23,36,12,67,78,91,97,28,4,94,39,55,41,20,43,72,38,6,27,8,38,88,30,19,64,94,30,94,13,9,83,63,56,76
0,6,84,72,100,77,65,21,49,47,81,39,41,21,100,39,87,7,13,90,22,72,8,71,67,89,30,35,31,53,99,92,12,68,1,76,31,86,78,80,62,62,49,60,30,51,89,20,35,55,40,30,88,67,47,38,97,77,55,49,42,93,93,86,1
97,7,56,35,8,4,5,99,79,7,27,43,25,91,46,4,67,21,61,49,44,51,93,58,65,30,30,27,26,56,99,70,44,71,19,86,30,20,76,50,22,2,4,15,3,4,93,36,62,5,24,37,80,26,47,69,41,83,80,87,27,87,24,42,92
96,71,52,95,84,88,84,36,47,84,45,17,68,5,21,6,86,5,89,73,23,90,49,100,20,39,100,21,81,93,86,87,97,58,2,54,11,40,11,20,71,0,98,17,42,19,99,35,5,99,66,75,96,25,71,24,71,57,0,81,10,80,10,66,32
97,38,93,77,30,7,13,10,24,54,24,48,100,54,54,81,3,40,53,83,2,15,65,59,94,71,79,88,30,90,53,44,29,15,39,46,59,48,92,90,30,71,14,20,77,83,0,22,87,84,42,24,3,6,34,27,53,79,45,82,32,88,1,37,38
25,59,41,98,66,44,74,93,8,57,54,68,12,0,85,11,85,70,68,43,92,80,11,12,84,24,80,55,2,88,42,97,11,23,83,17,79,0,63,64,53,56,87,39,89,59,49,33,27,14,82,1,89,89,4,76,85,4,77,51,8,47,13,11,77
8,91,8,82,47,75,97,57,33,74,43,94,31,90,44,33,80,37,37,44,17,73,58,37,64,89,44,36,13,77,47,51,60,93,63,33,86,55,13,53,71,29,28,77,54,5,36,99,85,14,11,89,87,56,96,39,92,56,71,42,52,75,87,3,76
30,34,71,55,72,57,78,95,94,19,51,77,15,27,92,6,7,79,94,52,33,56,10,44,84,37,51,13,30,47,6,55,35,53,59,13,3,86,90,16,55,80,9,90,53,13,17,50,63,12,95,62,40,70,78,55,38,78,31,74,38,87,54,30,100
86,55,7,45,13,40,85,45,74,94,29,6,19,87,90,31,38,88,21,53,40,54,12,65,42,22,21,27,33,29,29,11,21,49,32,14,13,2,70,48,12,15,52,28,77,69,7,67,11,4,78,87,43,9,86,80,49,6,56,22,57,13,9,57,86
82,33,69,2,95,91,98,82,29,97,5,55,12,52,67,43,86,38,12,90,40,57,35,86,38,10,62,72,10,23,0,53,91,15,33,45,23,48,83,52,94,18,50,39,44,68,69,70,81,31,69,100,81,74,74,42,42,74,83,64,23,23,7,96,27
55,95,6,55,11,94,26,74,7,35,33,18,65,57,83,68,95,44,10,89,99,80,7,98,51,6,67,38,70,64,10,27,17,32,10,60,59,20,62,85,81,52,36,38,82,96,29,91,47,99,39,88,87,45,48,67,38,4,97,43,6,69,73,12,38
57,85,51,96,13,87,30,100,45,30,57,47,40,90,46,68,2,58,53,11,17,88,8,59,5,49,34,37,51,95,79,100,1,9,31,14,15,58,98,34,15,68,43,48,99,41,30,90,3,78,90,33,50,27,12,49,30,54,29,81,87,87,89,43,1
51,18,67,39,73,9,92,15,33,39,80,39,51,30,11,56,74,98,38,60,40,89,47,27,74,67,81,84,91,8,45,80,83,59,17,34,74,13,16,45,33,89,58,97,42,49,86,13,0,22,84,5,74,8,82,37,43,36,22,69,57,50,32,46,4
0,95,66,2,38,59,86,76,70,22,92,15,91,43,99,65,21,62,66,98,100,72,45,100,32,85,62,79,14,85,89,26,55,12,27,57,12,86,46,39,11,37,94,65,43,49,84,7,98,100,25,52,3,54,12,59,99,69,31,53,42,45,35,43,66
12,92,30,32,32,88,100,91,2,90,14,78,20,69,33,7,65,71,3,33,69,96,42,26,0,1,11,0,71,13,66,44,36,19,86,55,85,95,55,41,16,35,74,56,17,79,40,66,2,67,5,38,44,99,97,37,26,88,21,35,64,20,30,18,51
77,40,40,35,99,81,93,39,53,55,10,55,18,19,45,2,79,69,100,81,7,0,96,20,99,37,79,15,1,35,36,51,13,81,28,64,3,0,75,82,61,89,3,48,28,36,89,48,24,20,61,98,52,81,54,73,93,34,81,57,79,49,9,56,75
65,36,83,69,64,51,19,72,19,63,22,27,41,30,99,83,27,60,70,44,95,10,66,54,72,5,92,100,54,100,6,97,7,13,6,61,47,88,22,58,14,20,66,1,16,27,37,41,95,39,59,19,13,25,51,64,65,66,54,99,51,72,31,59,1
44,63,65,56,99,88,66,14,50,37,26,49,23,29,68,6,45,55,22,41,54,16,4,19,82,99,18,97,71,27,38,91,98,27,17,60,27,40,3,23,49,69,2,34,86,24,42,53,89,50,12,18,68,43,45,58,17,29,10,40,61,29,50,12,63
63,14,86,54,89,19,69,46,49,5,87,19,47,77,76,28,40,54,37,85,34,14,7,64,70,37,60,56,66,26,91,36,87,20,15,10,84,39,69,8,4,71,86,56,89,78,13,37,69,77,4,26,24,19,29,88,72,25,32,46,14,26,27,72,36
17,48,73,64,15,17,55,94,93,7,37,28,96,43,97,47,63,34,0,50,4,33,25,25,64,38,51,71,4,44,99,48,8,99,85,65,60,60,8,92,29,66,19,77,28,83,85,18,25,35,63,98,95,88,49,29,44,43,23,47,71,79,99,65,55
94,92,95,89,45,30,56,72,47,5,18,9,7,51,98,70,100,16,90,11,63,68,52,35,26,46,46,96,65,76,91,54,20,90,43,3,2,39,65,65,80,22,39,68,13,65,70,31,27,72,10,7,9,11,6,9,86,72,53,84,79,62,94,72,54
86,90,37,20,32,48,84,66,35,44,44,99,64,63,7,19,31,85,55,26,39,2,50,14,52,24,33,8,90,97,89,48,12,86,67,31,37,20,20,58,54,60,24,90,88,11,28,91,20,53,99,18,64,2,20,2,28,74,70,91,3,79,37,57,68
98,99,78,22,47,89,84,29,97,46,83,39,36,66,45,66,78,47,33,14,85,65,81,63,100,61,1,25,54,80,47,78,43,29,33,18,66,84,78,50,29,20,46,28,17,69,39,45,0,89,33,50,47,16,62,84,4,72,24,2,97,59,41,56,74
78,54,3,77,47,91,4,28,43,92,87,35,47,72,61,30,83,10,49,10,3,11,17,63,19,37,31,18,33,66,37,18,45,63,40,33,52,15,98,57,37,86,31,56,49,29,95,89,75,71,64,7,35,70,93,42,80,82,94,46,10,72,99,68,63
10,91,32,36,7,49,21,74,83,8,20,6,42,50,75,35,95,69,91,44,57,11,45,11,82,93,29,89,44,97,66,75,73,47,35,50,58,42,47,75,8,26,0,50,90,11,46,70,75,82,49,64,45,22,63,11,100,40,68,92,73,100,10,60,6
2,11,49,52,45,30,23,6,79,93,52,50,50,53,92,18,44,75,40,22,26,66,17,74,72,15,33,13,63,6,22,54,42,29,23,29,57,50,29,27,10,49,100,8,74,64,29,18,9,92,96,2,6,94,75,97,87,13,21,90,40,12,25,93,36
8,77,1,74,21,90,51,37,47,70,91,14,13,10,23,87,98,51,34,16,19,77,66,25,72,89,92,42,15,67,53,24,74,1,21,99,2,2,0,3,43,69,47,28,51,24,65,88,61,76,96,17,59,24,85,49,75,83,75,76,28,74,40,77,45
34,19,39,74,13,26,51,22,67,14,64,88,98,80,34,59,84,17,15,6,72,39,36,46,32,70,97,62,65,75,4,50,54,55,81,67,33,35,26,86,60,32,31,68,36,39,51,88,1,11,3,69,79,79,64,83,34,94,71,72,85,19,5,70,52
20,12,25,67,37,50,20,78,57,44,95,68,21,51,6,34,53,91,31,98,86,43,98,66,96,70,38,0,23,10,16,31,83,84,33,41,69,9,76,53,70,44,84,22,76,93,7,22,31,52,52,91,47,44,20,45,88,86,28,88,3,70,23,42,72
39,18,48,64,17,18,100,86,33,84,12,59,18,29,77,45,36,73,44,18,7,82,93,74,11,48,32,21,77,43,21,93,33,38,67,79,45,88,33,12,16,71,100,42,44,32,86,80,87,85,93,77,37,87,57,94,56,98,64,51,68,4,96,24,95
37,44,66,12,60,89,84,11,89,88,94,38,96,1,99,43,3,1,45,89,46,16,46,65,100,33,64,5,100,73,51,91,55,46,45,50,33,46,54,63,94,19,34,17,70,61,13,76,97,55,23,19,4,95,52,65,76,96,10,21,44,12,90,79,70
15,84,62,66,20,71,17,50,93,35,33,51,68,41,44,37,39,14,51,7,35,52,68,93,90,65,67,94,34,79,70,84,82,21,87,72,37,79,93,76,26,40,33,73,16,59,50,79,70,50,29,38,45,81,85,94,60,77,100,82,29,48,42,28,0
31,23,29,13,59,80,31,58,19,27,3,99,49,15,3,75,29,11,40,39,48,82,21,20,50,13,37,46,12,54,48,29,73,12,99,20,41,99,6,62,76,6,65,72,67,97,13,11,53,45,17,26,41,34,78,21,86,2,52,22,69,67,84,89,17
5,68,14,64,44,31,18,96,95,36,7,5,28,8,76,66,67,42,28,91,38,22,8,31,8,13,74,3,1,19,75,19,24,95,0,69,76,50,65,13,24,62,81,87,31,29,5,17,79,3,76,39,75,46,73,90,96,9,41,32,30,97,94,7,17
76,34,65,4,56,54,47,83,83,4,15,45,34,9,27,33,39,24,79,79,4,39,94,40,50,23,51,6,16,90,68,84,89,20,87,26,31,42,54,1,93,74,86,58,29,59,2,70,17,56,28,7,14,17,28,78,62,3,33,8,24,22,95,40,35
47,33,17,78,66,28,25,36,93,13,65,27,59,62,6,54,17,24,7,81,6,64,9,21,63,5,14,33,19,98,28,57,38,54,34,61,83,44,44,61,38,33,14,93,7,58,87,78,56,71,77,57,71,97,47,34,47,7,26,61,66,82,61,21,37
2,51,44,28,41,20,76,63,69,33,11,4,62,12,93,35,53,22,11,84,54,100,93,35,17,97,9,39,90,32,53,36,68,35,51,27,97,7,73,27,97,47,75,80,51,92,54,50,31,7,6,9,42,21,12,26,54,62,4,52,10,50,95,50,81
3,87,43,30,99,39,44,48,94,31,85,80,3,29,72,30,29,19,99,72,16,16,35,6,9,37,2,75,51,5,90,54,83,35,54,73,99,48,83,43,73,48,22,2,64,40,31,14,7,85,54,27,15,7,6,18,93,65,44,59,79,48,67,98,5
34,42,73,48,11,9,16,65,97,82,67,11,9,8,73,73,70,96,95,82,7,35,2,49,96,2,78,46,11,46,33,73,79,97,51,97,98,12,34,74,87,55,0,9,88,24,92,96,13,21,17,51,41,98,46,92,86,87,100,62,11,4,27,4,27
52,74,64,6,90,10,75,47,31,79,94,31,75,3,52,22,78,79,29,55,34,14,23,30,29,43,6,52,53,29,19,33,82,10,79,11,78,91,79,81,28,55,17,26,10,3,19,21,78,24,14,40,25,17,92,56,46,92,47,36,40,30,19,19,81
36,43,35,9,77,93,54,67,95,45,29,33,64,27,7,12,3,68,4,97,34,22,10,96,90,20,8,83,14,42,31,76,56,35,42,38,94,36,30,24,7,6,74,92,64,73,40,66,35,74,35,39,69,2,37,61,83,14,84,40,15,89,35,26,11
49,66,24,49,81,87,3,93,5,20,29,33,64,58,68,29,37,69,83,88,38,2,76,61,13,66,21,18,48,89,35,64,38,91,1,100,14,97,38,61,2,91,21,100,13,42,75,76,97,24,62,91,17,62,100,84,33,41,67,58,85,65,20,55,60
80,33,80,39,43,100,14,41,23,9,98,51,22,81,49,38,64,94,71,47,84,34,46,21,74,93,53,88,41,29,36,55,49,24,45,0,57,23,73,11,62,42,20,96,18,5,45,88,64,32,79,38,62,46,76,42,26,25,51,90,85,89,25,91,36
47,28,97,9,98,66,77,76,51,52,100,28,100,6,86,31,84,6,63,23,28,92,85,31,11,45,36,91,93,53,29,14,65,31,99,71,3,18,0,78,76,15,19,52,89,39,18,84,49,7,65,5,52,96,50,16,98,16,95,29,84,90,76,47,42
45,51,94,25,10,54,60,75,46,15,8,34,89,69,39,91,44,91,14,17,25,21,71,14,3,8,17,71,77,14,32,11,19,86,39,42,28,18,26,69,76,65,41,1,48,84,3,1,40,84,9,19,7,0,88,88,92,44,35,21,34,27,24,42,4
99,87,100,100,58,87,45,90,28,83,69,5,81,62,84,88,91,16,81,86,28,65,37,87,82,75,37,51,36,68,1,86,34,81,63,23,40,26,49,73,85,53,46,48,56,10,6,2,42,81,89,64,5,82,97,3,34,62,15,91,58,96,55,83,58
64,29,10,22,70,65,35,18,88,62,5,67,95,42,85,68,10,27,10,74,73,5,62,42,74,52,50,46,10,12,81,58,41,77,5,75,51,30,77,41,93,100,10,36,9,38,10,28,53,20,53,45,99,40,65,70,63,63,60,99,69,68,15,35,37
36,2,0,11,55,63,83,19,11,62,86,11,1,26,92,74,33,0,100,90,49,32,27,38,36,85,56,3,15,71,81,11,6,37,68,81,9,36,39,98,77,3,83,64,92,90,72,59,2,97,25,84,47,13,89,34,32,71,36,28,54,87,40,1,59
